kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smells_count;smells
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getOcupacaoMae;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setOcupacaoMae;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getRendaMensal;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setRendaMensal;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getExerceAtividadeRemunerada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setExerceAtividadeRemunerada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getParticipacaoEconomicaFamilia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setParticipacaoEconomicaFamilia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getLocalResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setLocalResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getCondicaoResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setCondicaoResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getMeioTransporte;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setMeioTransporte;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getDominioComputador;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setDominioComputador;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getDominioInternet;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setDominioInternet;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getCursoLinguas;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setCursoLinguas;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.isErro;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setErro;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getAluno;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setAluno;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.getUrlRedirect;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean;br.ufal.academico.web.session.aluno.EdicaoQuestionarioAlunoBean.setUrlRedirect;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;3;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.carregarFormulario;0,0;0,0;0,263157894737;19,0;13,0;3,0;1,0;33,0;23,0;0,0;2;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.carregarQuestionario;0,0;0,0;0,117647058824;17,0;16,0;2,0;1,0;32,0;17,0;0,0;4;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.informarDadosBasicos;0,0;0,0;0,255813953488;43,0;1,0;3,0;0,0;24,0;22,0;0,0;5;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.confirmarDadosFera;0,0;0,0;0,46875;32,0;2,0;3,0;1,0;26,0;34,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.listarCidadesNaturalidade;0,0;0,0;0,714285714286;7,0;2,0;3,0;1,0;6,0;6,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.listarCidadesEndereco;0,0;0,0;1,0;3,0;1,0;2,0;0,0;3,0;4,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.listarCidadesEnderecoEstabelecimento;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;3,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getTiposProcessoSeletivo;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getIsencoesTaxa;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getNiveisInstrucao;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getOcupacoes;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getRendasMensal;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getExerciciosAtividadeRemunerada;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getParticipacoesEconomicaFamilia;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getLocaisResidencia;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCondicoesResidencia;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getMeiosTransporte;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getDominios;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCursosLinguas;0,0;0,0;1,0;1,0;1,0;1,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCidades;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCidades;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getUfNaturalidade;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getUfs;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setUfs;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setUfNaturalidade;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getUfEndereco;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setUfEndereco;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getUfEnderecoEstabelecimento;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setUfEnderecoEstabelecimento;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCpf;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCpf;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getRg;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setRg;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getDataNascimento;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setDataNascimento;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getFeraSISU;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setFeraSISU;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getPaises;0,0;0,0;1,0;1,0;2,0;1,0;1,0;4,0;2,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setPaises;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCidadesEndereco;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCidadesEndereco;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCidadesEnderecoEstabelecimento;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCidadesEnderecoEstabelecimento;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getEtnia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setEtnia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getDeficiencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setDeficiencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getEstadoCivil;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setEstadoCivil;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCidadeNaturalidade;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCidadeNaturalidade;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getNacionalidade;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setNacionalidade;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getUfEmissaoRG;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setUfEmissaoRG;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getTipoLogradouro;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setTipoLogradouro;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCidadeEndereco;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCidadeEndereco;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCidadeEstabelecimentoEnsino;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCidadeEstabelecimentoEnsino;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getTipoProcessoSeletivo;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setTipoProcessoSeletivo;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getIsencaoTaxa;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setIsencaoTaxa;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getNivelInstrucaoPai;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setNivelInstrucaoPai;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getNivelInstrucaoMae;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setNivelInstrucaoMae;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getOcupacaoPai;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setOcupacaoPai;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getOcupacaoMae;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setOcupacaoMae;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getRendaMensal;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setRendaMensal;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getExerceAtividadeRemunerada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setExerceAtividadeRemunerada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getParticipacaoEconomicaFamilia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setParticipacaoEconomicaFamilia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getLocalResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setLocalResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getCondicaoResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setCondicaoResidencia;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getMeioTransporte;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setMeioTransporte;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getDominioComputador;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.setDominioComputador;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;6;LongMethod,FeatureEnvy
public method;br.ufal.academico.web.session.aluno.FeraBean;br.ufal.academico.web.session.aluno.FeraBean.getDominioInternet;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;6;LongMethod,FeatureEnvy
